claim_id,traveller_name,traveller_type,purpose_of_travel,date,departure,destination,mp_office
T0213033,"Barsalou-Duval, Xavier",Member,To travel to/from constituency and Ottawa,2021/06/03,Ottawa,Varennes,"Barsalou-Duval, Xavier"
200498347,"Barsalou-Duval, Xavier",Member,Secondary Residence,2021/06/01,Gatineau,Gatineau,"Barsalou-Duval, Xavier"
200503105,"Barsalou-Duval, Xavier",Member,Secondary Residence,2021/07/01,Gatineau,Gatineau,"Barsalou-Duval, Xavier"
T0211490,"Sylliboy, Arnold",Employee,To conduct constituency office business,2021/04/06,Sydney,Cape North,"Battiste, Jaime"
T0211489,"Tobin, Sean",Employee,To conduct constituency office business,2021/04/06,Millville Boularderie,Cape North,"Battiste, Jaime"
T0211486,"Battiste, Jaime",Member,To conduct constituency office business,2021/04/06,Eskasoni,Cape North,"Battiste, Jaime"
T0211490,"Sylliboy, Arnold",Employee,To conduct constituency office business,2021/04/07,Cape North,Sydney,"Battiste, Jaime"
T0211489,"Tobin, Sean",Employee,To conduct constituency office business,2021/04/07,Cape North,Millville Boularderie,"Battiste, Jaime"
T0211486,"Battiste, Jaime",Member,To conduct constituency office business,2021/04/07,Cape North,Eskasoni,"Battiste, Jaime"
T0213278,"Battiste, Jaime",Member,To attend meetings about constituency issues,2021/04/07,Eskasoni,New Victoria,"Battiste, Jaime"
T0213278,"Battiste, Jaime",Member,To attend meetings about constituency issues,2021/04/07,New Victoria,Eskasoni,"Battiste, Jaime"
T0213278,"Battiste, Jaime",Member,To attend meetings about constituency issues,2021/06/09,Eskasoni,Sydney,"Battiste, Jaime"
T0213278,"Battiste, Jaime",Member,To attend meetings about constituency issues,2021/06/09,Sydney,Eskasoni,"Battiste, Jaime"
T0213275,"Tobin, Sean",Employee,To attend meetings about constituency issues,2021/04/07,Millville,Sydney,"Battiste, Jaime"
T0213275,"Tobin, Sean",Employee,To conduct constituency office business,2021/06/09,North Sydney,Millville,"Battiste, Jaime"
T0213275,"Tobin, Sean",Employee,To conduct constituency office business,2021/06/11,Millville,Baddeck,"Battiste, Jaime"
T0213275,"Tobin, Sean",Employee,To conduct constituency office business,2021/06/11,Baddeck,Millville,"Battiste, Jaime"
T0213275,"Tobin, Sean",Employee,To attend meetings about constituency issues,2021/04/07,Sydney,Millville,"Battiste, Jaime"
T0213275,"Tobin, Sean",Employee,To conduct constituency office business,2021/04/15,Millville,North Sydney,"Battiste, Jaime"
T0213275,"Tobin, Sean",Employee,To conduct constituency office business,2021/04/15,North Sydney,Millville,"Battiste, Jaime"
T0213275,"Tobin, Sean",Employee,To conduct constituency office business,2021/05/11,Millville,Sydney Mines,"Battiste, Jaime"
T0213275,"Tobin, Sean",Employee,To conduct constituency office business,2021/05/11,Sydney Mines,Millville,"Battiste, Jaime"
T0213275,"Tobin, Sean",Employee,To conduct constituency office business,2021/06/08,Sydney,New Waterford,"Battiste, Jaime"
T0213275,"Tobin, Sean",Employee,To conduct constituency office business,2021/06/08,New Waterford,Sydney,"Battiste, Jaime"
T0213275,"Tobin, Sean",Employee,To conduct constituency office business,2021/06/09,Millville,North Sydney,"Battiste, Jaime"
T0212619,"Battiste, Jaime",Member,To attend an authorized funeral,2021/05/17,Eskasoni,Halifax,"Battiste, Jaime"
T0212619,"Battiste, Jaime",Member,To attend an authorized funeral,2021/05/18,Halifax,Eskasoni,"Battiste, Jaime"
200488902,"Beaulieu, Mario",Member,Secondary Residence,2021/04/01,Gatineau,Gatineau,"Beaulieu, Mario"
T0211937,"Beauchamp, Jonathan",Employee,To travel to/from constituency and Ottawa,2021/04/07,Ottawa,Montréal,"Beaulieu, Mario"
T0211937,"Beauchamp, Jonathan",Employee,To travel to/from constituency and Ottawa,2021/04/08,Montréal,Ottawa,"Beaulieu, Mario"
T0212326,"Beaulieu, Mario",Member,To travel to/from constituency and Ottawa,2021/04/29,Montréal,Ottawa,"Beaulieu, Mario"
T0212326,"Beaulieu, Mario",Member,To travel to/from constituency and Ottawa,2021/04/30,Ottawa,Montréal,"Beaulieu, Mario"
200491817,"Beaulieu, Mario",Member,Secondary Residence,2021/05/01,Gatineau,Gatineau,"Beaulieu, Mario"
T0212328,"Beauchamp, Jonathan",Employee,To travel to/from constituency and Ottawa,2021/05/02,Ottawa,Montréal,"Beaulieu, Mario"
T0212328,"Beauchamp, Jonathan",Employee,To travel to/from constituency and Ottawa,2021/05/02,Montréal,Ottawa,"Beaulieu, Mario"
T0212328,"Beauchamp, Jonathan",Employee,To travel to/from constituency and Ottawa,2021/05/03,Ottawa,Montréal,"Beaulieu, Mario"
T0212328,"Beauchamp, Jonathan",Employee,To travel to/from constituency and Ottawa,2021/05/03,Montréal,Ottawa,"Beaulieu, Mario"
T0212439,"Cloutier, Samuel",Employee,To attend a constituency or community event,2021/05/06,Montréal,Saint-Hyacinthe,"Beaulieu, Mario"
T0212439,"Cloutier, Samuel",Employee,To attend a constituency or community event,2021/05/06,Saint-Hyacinthe,Montréal,"Beaulieu, Mario"
T0212815,"Beauchamp, Jonathan",Employee,To travel to/from constituency and Ottawa,2021/05/20,Ottawa,Montréal,"Beaulieu, Mario"
T0212815,"Beauchamp, Jonathan",Employee,To travel to/from constituency and Ottawa,2021/05/21,Montréal,Ottawa,"Beaulieu, Mario"
200498348,"Beaulieu, Mario",Member,Secondary Residence,2021/06/01,Gatineau,Gatineau,"Beaulieu, Mario"
T0213347,"Beaulieu, Mario",Member,To travel to/from constituency and Ottawa,2021/06/06,Montréal,Ottawa,"Beaulieu, Mario"
T0213347,"Beaulieu, Mario",Member,To travel to/from constituency and Ottawa,2021/06/10,Ottawa,Montréal,"Beaulieu, Mario"
T0213346,"Beauchamp, Jonathan",Employee,To travel to/from constituency and Ottawa,2021/06/10,Ottawa,Montréal,"Beaulieu, Mario"
T0213346,"Beauchamp, Jonathan",Employee,To travel to/from constituency and Ottawa,2021/06/11,Montréal,Ottawa,"Beaulieu, Mario"
200503106,"Beaulieu, Mario",Member,Secondary Residence,2021/07/01,Gatineau,Gatineau,"Beaulieu, Mario"
T0212186,"Beech, Terry",Member,Secondary Residence,2021/04/01,Ottawa,Ottawa,"Beech, Terry"
T0212406,"Beech, Terry",Member,Secondary Residence,2021/04/26,Ottawa,Ottawa,"Beech, Terry"
T0212869,"Beech, Terry",Member,Secondary Residence,2021/04/30,Ottawa,Ottawa,"Beech, Terry"
T0211534,"Bendayan, Rachel",Member,Secondary Residence,2021/03/01,Ottawa,Ottawa,"Bendayan, Rachel"
T0212747,"Saint-Wril, Matthieu",Employee,To conduct constituency office business,2021/03/29,Montréal,Outremont,"Bendayan, Rachel"
T0212309,"Bendayan, Rachel",Member,Secondary Residence,2021/04/01,Ottawa,Ottawa,"Bendayan, Rachel"
T0212284,"Bennett, Hon. Carolyn",Member,Secondary Residence,2021/04/01,Ottawa,Ottawa,"Bennett, Hon. Carolyn"
T0212883,"Bennett, Hon. Carolyn",Member,Secondary Residence,2021/05/01,Ottawa,Ottawa,"Bennett, Hon. Carolyn"
T0211623,"Bergen, Hon. Candice",Member,Secondary Residence,2021/03/21,Ottawa,Ottawa,"Bergen, Hon. Candice"
T0212394,"Bergen, Hon. Candice",Member,Secondary Residence,2021/03/21,Ottawa,Ottawa,"Bergen, Hon. Candice"
T0212394,"Bergen, Hon. Candice",Member,Secondary Residence,2021/04/01,Ottawa,Ottawa,"Bergen, Hon. Candice"
T0212222,"Bergen, Hon. Candice",Member,To conduct constituency office business,2021/04/07,Oak Bluff,Portage la Prairie,"Bergen, Hon. Candice"
T0212222,"Bergen, Hon. Candice",Member,To conduct constituency office business,2021/04/07,Portage la Prairie,Oak Bluff,"Bergen, Hon. Candice"
T0212222,"Bergen, Hon. Candice",Member,To conduct constituency office business,2021/04/16,Oak Bluff,Morden,"Bergen, Hon. Candice"
T0212222,"Bergen, Hon. Candice",Member,To attend a constituency or community event,2021/04/17,Morden,Winkler,"Bergen, Hon. Candice"
T0212222,"Bergen, Hon. Candice",Member,To attend a constituency or community event,2021/04/17,Winkler,Morden,"Bergen, Hon. Candice"
T0212222,"Bergen, Hon. Candice",Member,To conduct constituency office business,2021/04/18,Morden,Oak Bluff,"Bergen, Hon. Candice"
T0212398,,Designated Traveller,To drive Member to/from terminal,2021/04/25,Oak Bluff,Winnipeg,"Bergen, Hon. Candice"
T0212398,,Designated Traveller,To drive Member to/from terminal,2021/04/25,Winnipeg,Oak Bluff,"Bergen, Hon. Candice"
T0212395,"Bergen, Hon. Candice",Member,To travel to/from constituency and Ottawa,2021/04/25,Winnipeg,Ottawa,"Bergen, Hon. Candice"
T0212398,,Designated Traveller,To drive Member to/from terminal,2021/04/30,Oak Bluff,Winnipeg,"Bergen, Hon. Candice"
T0212395,"Bergen, Hon. Candice",Member,To travel to/from constituency and Ottawa,2021/04/30,Ottawa,Winnipeg,"Bergen, Hon. Candice"
T0212398,,Designated Traveller,To drive Member to/from terminal,2021/04/30,Winnipeg,Oak Bluff,"Bergen, Hon. Candice"
T0212609,"Bergen, Hon. Candice",Member,To conduct constituency office business,2021/05/02,Oak Bluff,Morden,"Bergen, Hon. Candice"
T0212609,"Bergen, Hon. Candice",Member,To conduct constituency office business,2021/05/15,Morden,Oak Bluff,"Bergen, Hon. Candice"
T0212666,"Bergen, Hon. Candice",Member,Secondary Residence,2021/05/01,Ottawa,Ottawa,"Bergen, Hon. Candice"
T0212928,"Bergen, Hon. Candice",Member,To attend meetings about constituency issues,2021/05/18,Oak Bluff,Darlingford,"Bergen, Hon. Candice"
T0212928,"Bergen, Hon. Candice",Member,To conduct constituency office business,2021/05/28,Oak Bluff,Morden,"Bergen, Hon. Candice"
T0212653,"Bergen, Hon. Candice",Member,To travel to/from constituency and Ottawa,2021/05/09,Oak Bluff,Ottawa,"Bergen, Hon. Candice"
T0212653,,Designated Traveller,To unite the family with the Member,2021/05/09,Oak Bluff,Ottawa,"Bergen, Hon. Candice"
T0212653,"Bergen, Hon. Candice",Member,To travel to/from constituency and Ottawa,2021/05/15,Ottawa,Oak Bluff,"Bergen, Hon. Candice"
T0212653,,Designated Traveller,To unite the family with the Member,2021/05/15,Ottawa,Oak Bluff,"Bergen, Hon. Candice"
T0212989,"Bergen, Hon. Candice",Member,To travel to/from constituency and Ottawa,2021/05/30,Oak Bluff,Ottawa,"Bergen, Hon. Candice"
T0212989,,Designated Traveller,To unite the family with the Member,2021/05/30,Oak Bluff,Ottawa,"Bergen, Hon. Candice"
T0212989,"Bergen, Hon. Candice",Member,To travel to/from constituency and Ottawa,2021/06/04,Ottawa,Winnipeg,"Bergen, Hon. Candice"
T0212989,,Designated Traveller,To unite the family with the Member,2021/06/03,Ottawa,Winnipeg,"Bergen, Hon. Candice"
T0212271,"Bergeron, Stéphane",Member,Secondary Residence,2021/04/01,Gatineau,Gatineau,"Bergeron, Stéphane"
T0213382,"Bergeron, Stéphane",Member,To travel to/from constituency and Ottawa,2021/04/12,Sainte-Julie (Sainte-Julie),Ottawa,"Bergeron, Stéphane"
T0213382,"Bergeron, Stéphane",Member,To travel to/from constituency and Ottawa,2021/04/15,Ottawa,Sainte-Julie (Sainte-Julie),"Bergeron, Stéphane"
T0212138,"Bergeron, Stéphane",Member,To travel to/from constituency and Ottawa,2021/04/18,Sainte-Julie (Sainte-Julie),Ottawa,"Bergeron, Stéphane"
T0212138,"Bergeron, Stéphane",Member,To travel to/from constituency and Ottawa,2021/04/22,Ottawa,Sainte-Julie (Sainte-Julie),"Bergeron, Stéphane"
T0212272,"Bergeron, Stéphane",Member,To travel to/from constituency and Ottawa,2021/04/27,Sainte-Julie (Sainte-Julie),Ottawa,"Bergeron, Stéphane"
T0212272,"Bergeron, Stéphane",Member,To travel to/from constituency and Ottawa,2021/04/30,Ottawa,Sainte-Julie (Sainte-Julie),"Bergeron, Stéphane"
T0212865,"Bergeron, Stéphane",Member,Secondary Residence,2021/05/01,Gatineau,Gatineau,"Bergeron, Stéphane"
T0212556,"Bergeron, Stéphane",Member,To travel to/from constituency and Ottawa,2021/05/03,Sainte-Julie (Sainte-Julie),Ottawa,"Bergeron, Stéphane"
T0212556,"Bergeron, Stéphane",Member,To travel to/from constituency and Ottawa,2021/05/06,Ottawa,Sainte-Julie (Sainte-Julie),"Bergeron, Stéphane"
T0212580,"Bergeron, Stéphane",Member,To travel to/from constituency and Ottawa,2021/05/10,Sainte-Julie (Sainte-Julie),Ottawa,"Bergeron, Stéphane"
T0212580,"Bergeron, Stéphane",Member,To travel to/from constituency and Ottawa,2021/05/13,Ottawa,Sainte-Julie (Sainte-Julie),"Bergeron, Stéphane"
T0212675,"Deschênes, Colette",Employee,To travel to/from constituency and Ottawa,2021/05/20,Ottawa,Sainte-Julie (Sainte-Julie),"Bergeron, Stéphane"
T0212675,"Deschênes, Colette",Employee,To travel to/from constituency and Ottawa,2021/05/20,Sainte-Julie (Sainte-Julie),Ottawa,"Bergeron, Stéphane"
T0212823,"Bergeron, Stéphane",Member,To travel to/from constituency and Ottawa,2021/05/25,Sainte-Julie (Sainte-Julie),Ottawa,"Bergeron, Stéphane"
T0212823,"Bergeron, Stéphane",Member,To travel to/from constituency and Ottawa,2021/05/27,Ottawa,Sainte-Julie (Sainte-Julie),"Bergeron, Stéphane"
T0212824,"Deschênes, Colette",Employee,To travel to/from constituency and Ottawa,2021/05/28,Ottawa,Sainte-Julie (Sainte-Julie),"Bergeron, Stéphane"
T0212824,"Deschênes, Colette",Employee,To travel to/from constituency and Ottawa,2021/05/28,Sainte-Julie (Sainte-Julie),Ottawa,"Bergeron, Stéphane"
T0212977,"Bergeron, Stéphane",Member,To travel to/from constituency and Ottawa,2021/05/31,Sainte-Julie (Sainte-Julie),Ottawa,"Bergeron, Stéphane"
T0212977,"Bergeron, Stéphane",Member,To travel to/from constituency and Ottawa,2021/06/03,Ottawa,Sainte-Julie (Sainte-Julie),"Bergeron, Stéphane"
T0213175,"Bergeron, Stéphane",Member,To travel to/from constituency and Ottawa,2021/06/06,Sainte-Julie (Sainte-Julie),Ottawa,"Bergeron, Stéphane"
T0213175,"Bergeron, Stéphane",Member,To travel to/from constituency and Ottawa,2021/06/10,Ottawa,Sainte-Julie (Sainte-Julie),"Bergeron, Stéphane"
T0213381,"Bergeron, Stéphane",Member,To travel to/from constituency and Ottawa,2021/06/15,Sainte-Julie (Sainte-Julie),Ottawa,"Bergeron, Stéphane"
T0213381,"Bergeron, Stéphane",Member,To travel to/from constituency and Ottawa,2021/06/17,Ottawa,Sainte-Julie (Sainte-Julie),"Bergeron, Stéphane"
T0213524,"Bergeron, Stéphane",Member,To travel to/from constituency and Ottawa,2021/06/20,Sainte-Julie (Sainte-Julie),Ottawa,"Bergeron, Stéphane"
T0213524,"Bergeron, Stéphane",Member,To travel to/from constituency and Ottawa,2021/06/23,Ottawa,Sainte-Julie (Sainte-Julie),"Bergeron, Stéphane"
200488903,"Berthold, Luc",Member,Secondary Residence,2021/04/01,Gatineau,Gatineau,"Berthold, Luc"
T0212992,"Laplante, Isabelle",Employee,To conduct constituency office business,2021/04/08,Plessisville,Lac-Mégantic,"Berthold, Luc"
T0212992,"Laplante, Isabelle",Employee,To conduct constituency office business,2021/04/08,Lac-Mégantic,Plessisville,"Berthold, Luc"
T0212992,"Laplante, Isabelle",Employee,To conduct constituency office business,2021/05/06,Plessisville,Lac-Mégantic,"Berthold, Luc"
T0212992,"Laplante, Isabelle",Employee,To conduct constituency office business,2021/05/06,Lac-Mégantic,Plessisville,"Berthold, Luc"
T0212992,"Laplante, Isabelle",Employee,To conduct constituency office business,2021/05/20,Plessisville,Lac-Mégantic,"Berthold, Luc"
T0212992,"Laplante, Isabelle",Employee,To conduct constituency office business,2021/05/20,Lac-Mégantic,Plessisville,"Berthold, Luc"
T0212164,"Berthold, Luc",Member,To travel to/from constituency and Ottawa,2021/04/18,Thetford Mines,Ottawa,"Berthold, Luc"
T0212338,"Laplante, Isabelle",Employee,To travel to/from constituency and Ottawa,2021/04/18,Plessisville,Ottawa,"Berthold, Luc"
T0212338,"Laplante, Isabelle",Employee,To travel to/from constituency and Ottawa,2021/04/23,Ottawa,Plessisville,"Berthold, Luc"
T0212164,"Berthold, Luc",Member,To travel to/from constituency and Ottawa,2021/04/23,Ottawa,Thetford Mines,"Berthold, Luc"
200491818,"Berthold, Luc",Member,Secondary Residence,2021/05/01,Gatineau,Gatineau,"Berthold, Luc"
T0212553,,Dependant,To unite the family with the Member,2021/05/03,Thetford Mines,Ottawa,"Berthold, Luc"
T0212553,,Dependant,To unite the family with the Member,2021/05/05,Ottawa,Thetford Mines,"Berthold, Luc"
T0212550,"Berthold, Luc",Member,To travel to/from constituency and Ottawa,2021/05/03,Thetford Mines,Ottawa,"Berthold, Luc"
T0212550,"Berthold, Luc",Member,To travel to/from constituency and Ottawa,2021/05/06,Ottawa,Thetford Mines,"Berthold, Luc"
T0212939,"Berthold, Luc",Member,To travel to/from constituency and Ottawa,2021/05/24,Thetford Mines,Ottawa,"Berthold, Luc"
T0212939,"Berthold, Luc",Member,To travel to/from constituency and Ottawa,2021/05/28,Ottawa,Thetford Mines,"Berthold, Luc"
200498349,"Berthold, Luc",Member,Secondary Residence,2021/06/01,Gatineau,Gatineau,"Berthold, Luc"
T0213229,"Pomerleau, Hélène",Employee,Attending event with Member,2021/06/05,Thetford Mines,Thetford Mines,"Berthold, Luc"
T0213229,"Pomerleau, Hélène",Employee,Attending event with Member,2021/06/05,Thetford Mines,Thetford Mines,"Berthold, Luc"
T0213229,"Pomerleau, Hélène",Employee,Attending event with Member,2021/06/05,Thetford Mines,Disraeli,"Berthold, Luc"
T0213229,"Pomerleau, Hélène",Employee,Attending event with Member,2021/06/05,Disraeli,Stratford,"Berthold, Luc"
T0213229,"Pomerleau, Hélène",Employee,Attending event with Member,2021/06/05,Stratford,Thetford Mines,"Berthold, Luc"
T0213229,"Pomerleau, Hélène",Employee,Attending event with Member,2021/06/05,Thetford Mines,Thetford Mines,"Berthold, Luc"
T0213461,"Berthold, Luc",Member,To travel to/from constituency and Ottawa,2021/06/13,Thetford Mines,Ottawa,"Berthold, Luc"
T0213461,"Berthold, Luc",Member,To travel to/from constituency and Ottawa,2021/06/19,Ottawa,Thetford Mines,"Berthold, Luc"
200503107,"Berthold, Luc",Member,Secondary Residence,2021/07/01,Gatineau,Gatineau,"Berthold, Luc"
T0213146,"Bérubé, Sylvie",Member,Secondary Residence,2021/06/01,Gatineau,Gatineau,"Bérubé, Sylvie"
T0213146,"Bérubé, Sylvie",Member,Secondary Residence,2021/03/26,Gatineau,Gatineau,"Bérubé, Sylvie"
T0211573,"Bérubé, Sylvie",Member,Secondary Residence,2021/04/01,Gatineau,Gatineau,"Bérubé, Sylvie"
T0211575,"Perreault, Lynda",Employee,To conduct constituency office business,2021/04/07,Val-d'Or,Rouyn-Noranda,"Bérubé, Sylvie"
T0211575,"Perreault, Lynda",Employee,To conduct constituency office business,2021/04/07,Rouyn-Noranda,Val-d'Or,"Bérubé, Sylvie"
T0211974,"Bérubé, Sylvie",Member,To travel to/from constituency and Ottawa,2021/04/13,Val-d'Or,Ottawa,"Bérubé, Sylvie"
T0211974,"Bérubé, Sylvie",Member,To travel to/from constituency and Ottawa,2021/04/16,Ottawa,Val-d'Or,"Bérubé, Sylvie"
T0212307,"Bérubé, Sylvie",Member,Secondary Residence,2021/05/01,Gatineau,Gatineau,"Bérubé, Sylvie"
T0212152,"Bérubé, Sylvie",Member,Secondary Residence,2021/05/06,Gatineau,Gatineau,"Bérubé, Sylvie"
T0212642,,Designated Traveller,To unite the family with the Member,2021/05/09,Val-d'Or,Ottawa,"Bérubé, Sylvie"
T0212642,,Designated Traveller,To unite the family with the Member,2021/05/13,Ottawa,Val-d'Or,"Bérubé, Sylvie"
